Quintal,Emmanuel Quintal,"Québec, Quebec",Order of Canada
Quirion,Rémi Quirion,"Verdun, Quebec",Order of Canada
Qumaq,Taamusi Qumaq,"Hudson Bay, Quebec",Order of Canada
Rabinovitch,Jack Rabinovitch,"Toronto, Ontario",Order of Canada
Rabinowitch,Royden Rabinowitch,Gent,Order of Canada
Radchuk,Serge Radchuk,"Winnipeg, Manitoba",Order of Canada
Raddall,Thomas H. Raddall,"Liverpool, Nova Scotia",Order of Canada
Radford,E. Howard Radford,"Mount-Royal, Quebec",Order of Canada
Radley,Edith May Radley,"Toronto, Ontario",Order of Canada
Radostits,Otto M. Radostits,"Saskatoon, Saskatchewan",Order of Canada
Rae,Barbara J. Rae,"Whistler, British Columbia",Order of Canada
Rae,Donald William Rae,"Victoria, Manitoba",Order of Canada
Rae,John A. Rae,"Montreal, Quebec",Order of Canada
Rae,John Arthur (Jackie) Rae,"Toronto, Ontario",Order of Canada
Rae,Robert Keith Rae,"Toronto, Ontario",Order of Canada
Rafter,G. Charles Rafter,"Winnipeg, Manitoba",Order of Canada
Raginsky,Nina Raginsky,"Salt Spring Island, British Columbia",Order of Canada
Rainbird,H. Glenn Rainbird,"Carrying Place, Ontario",Order of Canada
Rajan,Vithal Rajan,"",Order of Canada
Rajotte,Ray V. Rajotte,"Edmonton, Alberta",Order of Canada
Rajput,Ali H. Rajput,"Saskatoon, Saskatchewan",Order of Canada
Ralph Jamieson,Jacki Ralph Jamieson,"Vancouver, British Columbia",Order of Canada
Ramage,Patricia Marie Ramage,"Verdun, Quebec",Order of Canada
Ramsankar,Stephen R. Ramsankar,"Edmonton, Alberta",Order of Canada
Ramsay,Donald Allan Ramsay,"Ottawa, Ontario",Order of Canada
Ramsay,Russell Harold Ramsay,"Sault Ste. Marie, Ontario",Order of Canada
Rand,Ivan C. Rand,"Moncton, New Brunswick",Order of Canada
Rankin,Bruce Rankin,"Aurora, Ontario",Order of Canada
Rankine,James A. Rankine,"Kelowna, British Columbia",Order of Canada
Rao,Kris Rao,"Saskatoon, Saskatchewan",Order of Canada
Rapoport,Abraham Rapoport,"Toronto, Ontario",Order of Canada
Rasky,Harry Rasky,"Toronto, Ontario",Order of Canada
Rasminsky,Lola Rasminsky,"Toronto, Ontario",Order of Canada
Rasminsky,Louis Rasminsky,"Ottawa, Ontario",Order of Canada
Ratcliffe,Elinor Gill Ratcliffe,"Kingston, Ontario",Order of Canada
Rathburn,Eldon D. Rathburn,"Ottawa, Ontario",Order of Canada
Ratushny,Edward J. Ratushny,"Ottawa, Ontario",Order of Canada
Ratzlaff,Leonard P. Ratzlaff,"Edmonton, Alberta",Order of Canada
Rawson,Bruce S. Rawson,"Ottawa, Ontario",Order of Canada
Rayani,Nazmudin Rayani,"Victoria, British Columbia",Order of Canada
Raycheba,Helen Mary Raycheba,"Toronto, Ontario",Order of Canada
Raynauld,André Raynauld,"Montréal, Quebec",Order of Canada
Rea,W. Harold Rea,"Toronto, Ontario",Order of Canada
Read,Horace E. Read,"Halifax, Nova Scotia",Order of Canada
Read,John Erskine Read,"Agincourt, Ontario",Order of Canada
Read,Ken Read,"Calgary, Alberta",Order of Canada
Read,Wallace Stanley Read,"Corner brook, Newfoundland and Labrador",Order of Canada
Reaney,James Reaney,"London, Ontario",Order of Canada
Rebeiro,Angela Rebeiro,"Toronto, Ontario",Order of Canada
Redfern,John D. Redfern,"Beaconsfield, Quebec",Order of Canada
Rediker,G. Dale Rediker,"Northridge, California",Order of Canada
Redmond,Mildred Redmond,"Toronto, Ontario",Order of Canada
Reed,George Robert Reed,"Regina, Saskatchewan",Order of Canada
Reesor,Barbara E. Reesor,"Ottawa, Ontario",Order of Canada
Reeves,Beatrice R. Reeves,"Charlottetown, Prince Edward Island",Order of Canada
Reeves,Hubert Reeves,Paris,Order of Canada
Regan,David Regan,"North York, Ontario",Order of Canada
Regehr,Ernie Regehr,"Waterloo, Ontario",Order of Canada
Regier,Henry A. Regier,"Elmira, Ontario",Order of Canada
Régis,Louis-Marie Régis,"Montréal, Quebec",Order of Canada
Reid,Dennis Reid,"Toronto, Ontario",Order of Canada
Reid,Elizabeth Reid,"Kingston, Ontario",Order of Canada
Reid,Escott M. Reid,"Ste-Cécile-de-Masham, Quebec",Order of Canada
Reid,Fiona Reid,"Toronto, Ontario",Order of Canada
Reid,Ian Job Reid,"St. John's, Newfoundland and Labrador",Order of Canada
Reid,Ian L. Reid,"Selkirk, Manitoba",Order of Canada
Reid,Kate Reid,"New York, New York",Order of Canada
Reid,M. Joy Reid,"Toronto, Ontario",Order of Canada
Reid,Margot Grant Reid,"St. John's, Newfoundland and Labrador",Order of Canada
Reid,Marion Loretta Reid,"Charlottetown, Prince Edward Island",Order of Canada
Reid,Roland Antoine Reid,"Montréal, Quebec",Order of Canada
Reid,William Adrian Patrick L. Reid,"Vancouver, British Columbia",Order of Canada
Reid,William W. Reid,"Charlottetown, Prince Edward Island",Order of Canada
Reimer,C. Neil Reimer,"Edmonton, Alberta",Order of Canada
Reimer,Eugene D. Reimer,"Abbotsford, British Columbia",Order of Canada
Reimer,Helena F. Reimer,"Winnipeg, Manitoba",Order of Canada
Reiser,Sigmund Reiser,"Willowdale, Ontario",Order of Canada
Reisman,Sol Simon Reisman,"Ottawa, Ontario",Order of Canada
Reitman,Dorothy Reitman,"Montréal, Quebec",Order of Canada
Reitman,Ivan Reitman,"",Order of Canada
Rekai,John Rekai,"Toronto, Ontario",Order of Canada
Rekai,Kati Rekai,"Toronto, Ontario",Order of Canada
Rekai,Paul Rekai,"Toronto, Ontario",Order of Canada
Rémillard,Gil Rémillard,"Montréal, Quebec",Order of Canada
Renaud,André Renaud,"Saskatoon, Saskatchewan",Order of Canada
Renaud,Gabriel Renaud,"Montréal, Quebec",Order of Canada
Renaud,Jeanne Renaud,"Montréal, Quebec",Order of Canada
Renaud,Marc Renaud,"Montréal, Quebec",Order of Canada
Rennie,Donald Andrews Rennie,"Saskatoon, Saskatchewan",Order of Canada
Reno,Ginette Reno,"Boucherville, Quebec",Order of Canada
Renouf,Harold A. Renouf,"Halifax, Nova Scotia",Order of Canada
Reuber,Grant L. Reuber,"Toronto, Ontario",Order of Canada
Reynolds,Stanley George Reynolds,"Wetaskiwin, Alberta",Order of Canada
Rezansoff,Paul J. Rezansoff,"Swift Current, Saskatchewan",Order of Canada
Rhéaume,Pauline E. Rhéaume,Gitarama,Order of Canada
Ricard,Alma V. Ricard,"Sudbury, Ontario",Order of Canada
Ricci,Nino Ricci,"Toronto, Ontario",Order of Canada
Rice,Donald I. Rice,"Willowdale, Ontario",Order of Canada
Rice,G.R.A. (Dick) Rice,"Edmonton, Alberta",Order of Canada
Richard,Antoine Richard,"Wellington, Prince Edward Island",Order of Canada
Richard,Judith Richard,"Cantley, Quebec",Order of Canada
Richard,Léon Richard,"Moncton, New Brunswick",Order of Canada
Richard,Maurice Richard,"Montréal, Quebec",Order of Canada
Richard,René Richard,"Baie St-Paul, Quebec",Order of Canada
Richard,Zachary Richard,"Montréal, Quebec",Order of Canada
Richards,Carol Lillian Richards,"Québec, Quebec",Order of Canada
Richards,Dal Murray Richards,"Vancouver, British Columbia",Order of Canada
Richards,David Adams Richards,"Fredericton, New Brunswick",Order of Canada
Richardson,Boyce Richardson,"Ottawa, Ontario",Order of Canada
Richardson,Ernest M. Richardson,"Regina, Saskatchewan",Order of Canada
Richardson,George T. Richardson,"Winnipeg, Manitoba",Order of Canada
Richardson,Hartley T. Richardson,"Winnipeg, Manitoba",Order of Canada
Richardson,J. Howard Richardson,"Mount-Royal, Quebec",Order of Canada
Richardson,Jack Richardson,"London, Ontario",Order of Canada
Richardson,Kathleen Richardson,"Winnipeg, Manitoba",Order of Canada
Richardson,Miles Richardson,"Vancouver, British Columbia",Order of Canada
Richardson,Tannis M. Richardson,"Winnipeg, Manitoba",Order of Canada
Riche,Nancy Riche,"St. John's, Newfoundland and Labrador",Order of Canada
Richer,Jean H. Richer,"Montréal, Quebec",Order of Canada
Richler,Diane Richler,"Toronto, Ontario",Order of Canada
Richler,Mordecai Richler,"Austin, Quebec",Order of Canada
Rickard,Garnet Baker Rickard,"Bowmanville, Ontario",Order of Canada
Ricker,William E. Ricker,"Nanaimo, British Columbia",Order of Canada
Rickerd,Donald Sheridan Rickerd,"Toronto, Ontario",Order of Canada
Riddell,Clayton H. Riddell,"Calgary, Alberta",Order of Canada
Riddell,Wayne K. Riddell,"Lachute, Quebec",Order of Canada
Riddell,William A. Riddell,"Regina, Saskatchewan",Order of Canada
Ridge,Alan D. Ridge,"Edmonton, Alberta",Order of Canada
Ridley,John Brabant Ridley,"Toronto, Ontario",Order of Canada
Riedel,Bernard E. Riedel,"Vancouver, British Columbia",Order of Canada
Rièse,Laure E. Rièse,"Toronto, Ontario",Order of Canada
Riley,Douglas Riley,"Toronto, Ontario",Order of Canada
Riley,H. Sanford Riley,"Winnipeg, Manitoba",Order of Canada
Rinfret,Edouard Rinfret,"Mont-Royal, Quebec",Order of Canada
Riopelle,Jean-Paul Riopelle,"Estérel, Quebec",Order of Canada
Riordan,John R. Riordan,"Toronto, Ontario",Order of Canada
Riordon,Bernard Riordon,"Fredericton, New Brunswick",Order of Canada
Risley,John C. Risley,"Bedford, Nova Scotia",Order of Canada
Ritcey,Ralph F. Ritcey,"Ottawa, Ontario",Order of Canada
Ritchie,A. Edgar Ritchie,"Ottawa, Ontario",Order of Canada
Ritchie,Cedric E. Ritchie,"Toronto, Ontario",Order of Canada
Ritchie,Charles S.A. Ritchie,"Ottawa, Ontario",Order of Canada
Ritchie,Chris Ritchie,"Calgary, Alberta",Order of Canada
Ritchie,Marguerite Elizabeth Ritchie,"Ottawa, Ontario",Order of Canada
Ritchie,Roland A. Ritchie,"Ottawa, Ontario",Order of Canada
Ritchie,Ronald S. Ritchie,"Toronto, Ontario",Order of Canada
Rivard,Paul L. Rivard,"Montréal, Quebec",Order of Canada
Rivard,Paul-André Rivard,"Bedford, Quebec",Order of Canada
Riverin,Alphonse Riverin,"Québec, Quebec",Order of Canada
Rix,Donald B. Rix,"Burnaby, British Columbia",Order of Canada
Roach,Simone Roach,"Antigonish, Nova Scotia",Order of Canada
Robarts,John P. Robarts,"Toronto, Ontario",Order of Canada
Robb,James I. (Jim) Robb,"Whitehorse, Yukon",Order of Canada
Robbie,Roderick George Robbie,"Toronto, Ontario",Order of Canada
Roberts,Edward Moxon Roberts,"St. John's, Newfoundland and Labrador",Order of Canada
Roberts,Harry D. Roberts,"St. John's, Newfoundland and Labrador",Order of Canada
Roberts,Jean Roberts,Bagnols- en- Forêt,Order of Canada
Roberts,John Peter Lee Roberts,"Calgary, Alberta",Order of Canada
Roberts,Vera Roberts,"Sault Ste-Marie, Ontario",Order of Canada
Roberts,W. Goodridge Roberts,"Westmount, Quebec",Order of Canada
Robertson,Brenda Robertson,"Moncton, New Brunswick",Order of Canada
Robertson,Bruce Robertson,"Manotick, Ontario",Order of Canada
Robertson,Charlene M.T. Robertson,"Edmonton, Alberta",Order of Canada
Robertson,Elizabeth Chant Robertson,"Toronto, Ontario",Order of Canada
Robertson,Gordon Robertson,"Rockcliffe, Ontario",Order of Canada
Robertson,H. Rocke Robertson,"Ottawa, Ontario",Order of Canada
Robertson,Joseph D. Robertson,"Dauphin, Manitoba",Order of Canada
Robertson,Lloyd Robertson,"Markham, Ontario",Order of Canada
Robertson,Marion Robertson,"Shelburne, Nova Scotia",Order of Canada
Robertson,Norman A. Robertson,"Ottawa, Ontario",Order of Canada
Robertson,Owen C.S. Robertson,"Oakville, Ontario",Order of Canada
Robertson,Robbie Robertson,"Los Angeles,  California",Order of Canada
Robichaud,Aldoria Robichaud,"Tracadie, New Brunswick",Order of Canada
Robichaud,Hédard Robichaud,"Caraquet, New Brunswick",Order of Canada
Robichaud,Louis J. Robichaud,"Saint-Antoine, New Brunswick",Order of Canada
Robichaud,Michel Robichaud,"St-Étienne-des-Grès, Quebec",Order of Canada
Robinette,John J. Robinette,"Toronto, Ontario",Order of Canada
Robins,Esther Manolson Robins,"Calgary, Alberta",Order of Canada
Robinson,Eallien L. Robinson,"Toronto, Ontario",Order of Canada
Robinson,Geoffrey C. Robinson,"Vancouver, British Columbia",Order of Canada
Robinson,H. Basil Robinson,"Ottawa, Ontario",Order of Canada
Robinson,Harold S. Robinson,"Vancouver, British Columbia",Order of Canada
Robinson,Michael P. Robinson,"Vancouver, British Columbia",Order of Canada
Robinson,Roderick A. Robinson,"New Aiyansh, British Columbia",Order of Canada
Robinson,Viola Robinson,"Yarmouth, Nova Scotia",Order of Canada
Robison,Oren Robison,"Nipawin, Saskatchewan",Order of Canada
Robitaille,Louis Robitaille,"Hampstead, Quebec",Order of Canada
Roblin,Dufferin Roblin,"Winnipeg, Manitoba",Order of Canada
Roche,Douglas James Roche,"Edmonton, Alberta",Order of Canada
Roche,John Redmond Roche,"Montréal, Quebec",Order of Canada
Rocheleau,Ernest Rocheleau,"St-Théodore-de-Chertsey, Quebec",Order of Canada
Rocher,Guy Rocher,"Montréal, Quebec",Order of Canada
Rochon Burnett,Suzanne Rochon Burnett,"Welland, Ontario",Order of Canada
Rodger,Ginette Lemire Rodger,"Nepean, Ontario",Order of Canada
Roe,Jean A. Roe,"Surrey, British Columbia",Order of Canada
Roger,Albert Roger,"Montréal, Quebec",Order of Canada
Rogers,Edward S. Rogers,"Toronto, Ontario",Order of Canada
Rogers,Gordon Rix Rogers,"Oakville, Ontario",Order of Canada
Rogers,Harold Allin Rogers,"Don Mills, Ontario",Order of Canada
Rogers,Robert Gordon Rogers,"Victoria, British Columbia",Order of Canada
Rogers,Shelagh Rogers,"Gabriola, British Columbia",Order of Canada
Rohmer,Richard H. Rohmer,"Collingwood, Ontario",Order of Canada
Rolland,Lucien G. Rolland,"Montréal, Quebec",Order of Canada
Rolland,Pierre Rolland,"Montréal, Quebec",Order of Canada
Roman,Stephen B. Roman,"Unionville, Ontario",Order of Canada
Romanow,Roy J. Romanow,"Saskatoon, Saskatchewan",Order of Canada
Rombout,Luke Rombout,"Toronto, Ontario",Order of Canada
Rompkey,Ronald Rompkey,"St. John's, Newfoundland and Labrador",Order of Canada
Ronald,Allan Ross Ronald,"Winnipeg, Manitoba",Order of Canada
Ronning,Chester A. Ronning,"Camrose, Alberta",Order of Canada
Rooke,Leon Rooke,"Toronto, Ontario",Order of Canada
Roos,Noralou Roos,"Winnipeg, Manitoba",Order of Canada
Roots,Ernest Frederick Roots,"Sooke, British Columbia",Order of Canada
Roper,Mary Julia Roper,"Charlottetown, Prince Edward Island",Order of Canada
Roquet,Ghislaine Roquet,"Saint-Laurent, Quebec",Order of Canada
Rose,Alan Henry Rose,"Westmount, Quebec",Order of Canada
Rose,Gerald F. Rose,"Saskatoon, Saskatchewan",Order of Canada
Rose,Sheila Rose,"Whitehorse, Yukon",Order of Canada
Rosemond,Perry Rosemond,"Toronto, Ontario",Order of Canada
Rosen,Harry Rosen,"Toronto, Ontario",Order of Canada
Rosenfeld,Sara Rosenfeld,"Côte-Saint-Luc, Quebec",Order of Canada
Rosengarten,George J. Rosengarten,"Montréal, Quebec",Order of Canada
Ross,Alexander Ross,"Yorkton, Saskatchewan",Order of Canada
Ross,Anne G. Ross,"Winnipeg, Manitoba",Order of Canada
Ross,Armand J. Ross,"Montréal, Quebec",Order of Canada
Ross,Frederick J. Ross,"Saint John, New Brunswick",Order of Canada
Ross,James W. Ross,"Sudbury, Ontario",Order of Canada
Ross,James W. Ross,"Fredericton, New Brunswick",Order of Canada
Ross,John Munro Ross,"St. John's, Newfoundland and Labrador",Order of Canada
Ross,Joyce L. Ross,"East Preston, Nova Scotia",Order of Canada
Ross,Malcolm M. Ross,"Halifax, Nova Scotia",Order of Canada
Ross,Murray G. Ross,"Willowdale, Ontario",Order of Canada
Ross,Phyllis Ross,"Vancouver, British Columbia",Order of Canada
Ross,R. Ian Ross,"Victoria, British Columbia",Order of Canada
Ross,Robert T. Ross,"Winnipeg, Manitoba",Order of Canada
Ross,Sinclair Ross,"Vancouver, British Columbia",Order of Canada
Ross,Susan A. Ross,"Thunder Bay, Ontario",Order of Canada
Ross,Walter R. Ross,"Lethbridge, Alberta",Order of Canada
Rosser,Walter Wylie Rosser,"Kingston, Ontario",Order of Canada
Rossignol,Michelle Rossignol,"Montréal, Quebec",Order of Canada
Rostad,Wayne Rostad,"Pakenham, Ontario",Order of Canada
Rotman,Joseph L. Rotman,"Toronto, Ontario",Order of Canada
Rouillard (Riddell,Katherine Rouillard (Riddell),"Toronto, Ontario",Order of Canada
Rouleau,Alfred Rouleau,"Montréal, Quebec",Order of Canada
Rouleau,Henriette P. Rouleau,"Ottawa, Ontario",Order of Canada
Rouleau,Joseph A. Rouleau,"Montréal, Quebec",Order of Canada
Rourke,Byron P. Rourke,"Windsor, Ontario",Order of Canada
Rousseau,Alain P. Rousseau,"Québec, Quebec",Order of Canada
Rousseau,Gaston Rousseau,"Berthier-sur-mer, Quebec",Order of Canada
Rousseau,Jacques Rousseau,"Montréal, Quebec",Order of Canada
Rousseau,Louise Rousseau,"Montréal, Quebec",Order of Canada
Rousseau,Roger Rousseau,"Ottawa, Ontario",Order of Canada
Rousseau-Allard,Anais Rousseau-Allard,"Trois-Rivières, Quebec",Order of Canada
Rousseau-Vermette,Mariette Rousseau-Vermette,"Sainte-Adèle, Quebec",Order of Canada
Roussel,Basile Roussel,"Shippagan, New Brunswick",Order of Canada
Roussel,Claude Roussel,"Cap-Pelé, New Brunswick",Order of Canada
Roussel,Gérald Roussel,"Sheila, New Brunswick",Order of Canada
Roussel,Gérard Roussel,"Saint-Lambert, Quebec",Order of Canada
Roux,Jean-Louis Roux,"Montréal, Quebec",Order of Canada
Rowan-Legg,Kathleen Rowan-Legg,"Chester, Nova Scotia",Order of Canada
Rowe,Kenneth C. Rowe,"Halifax, Nova Scotia",Order of Canada
Rowe,Penelope M. Ayre Rowe,"St. John's, Newfoundland and Labrador",Order of Canada
Rowley,Graham Westbrook Rowley,"Ottawa, Ontario",Order of Canada
Rowsell,Harry Rowsell,"Fenelon Falls, Ontario",Order of Canada
Rowswell,Mark H. Rowswell,"Newmarket, Ontario",Order of Canada
Roy,Charles Roy,"Montréal, Quebec",Order of Canada
Roy,Claude C. Roy,"Montréal, Quebec",Order of Canada
Roy,Claudette Denise Roy,"Edmonton, Alberta",Order of Canada
Roy,David J. Roy,"Montréal, Quebec",Order of Canada
Roy,Gabrielle Roy,"Québec, Quebec",Order of Canada
Roy,Jean-Guy Roy,"Rimouski, Quebec",Order of Canada
Roy,Jean-Marie Roy,"Québec, Quebec",Order of Canada
Roy,Louis-Joseph Roy,"Sept-Îles, Quebec",Order of Canada
Roy,Maurice Roy,"Québec, Quebec",Order of Canada
Roy,Michel Roy,"Montréal, Quebec",Order of Canada
Roy,Muriel Kent Roy,"Moncton, New Brunswick",Order of Canada
Roy,Roger Roy,"Montréal, Quebec",Order of Canada
Royce,Marion V. Royce,"Toronto, Ontario",Order of Canada
Royer,Raymond Royer,"L'Île-Bizard, Quebec",Order of Canada
Rozet,François Rozet,"Westmount, Quebec",Order of Canada
Rozon,René Rozon,"Montréal, Quebec",Order of Canada
Rozsa,Theodore Rozsa,"Calgary, Alberta",Order of Canada
Rubes,Jan Rubes,"Collingwood, Ontario",Order of Canada
Rubes,Susan Rubes,"Collingwood, Ontario",Order of Canada
Ruby,Clayton C. Ruby,"Toronto, Ontario",Order of Canada
Ruck,Calvin Woodrow Ruck,"Ottawa, Ontario",Order of Canada
Rudnyckyj,Jaroslav Bohdan Rudnyckyj,"Montréal, Quebec",Order of Canada
Ruggles,C. Mervyn Ruggles,"Ottawa, Ontario",Order of Canada
Rule,Jane Vance Rule,"Galiano Island, British Columbia",Order of Canada
Rumball,Robert L. Rumball,"Barrie, Ontario",Order of Canada
Rumboldt,Ignatius A. Rumboldt,"St. John's, Newfoundland and Labrador",Order of Canada
Rummel,Elizabeth Rummel,"Canmore, Alberta",Order of Canada
Runciman,Alexander McInnes Runciman,"Red Deer, Alberta",Order of Canada
Rungeling,Dorothy Wetherald Rungeling,"Ridgeville, Ontario",Order of Canada
Runte,Roseann Runte,"Ottawa, Ontario",Order of Canada
Rushton,Charles H. Rushton,"Markdale, Ontario",Order of Canada
Russell,Andy Russell,"Water Ton Park, Alberta",Order of Canada
Russell,Frederick W. Russell,"St. John's, Newfoundland and Labrador",Order of Canada
Russell,Gordon Russell,"Edmonton, Alberta",Order of Canada
Russell,John Laurel Russell,"Kingston, Ontario",Order of Canada
Russell,Margaret Miriam Russell,"CBS, Newfoundland and Labrador",Order of Canada
Russell,Peter Howard Russell,"Toronto, Ontario",Order of Canada
Rust,Thomas G. Rust,"Vancouver, British Columbia",Order of Canada
Rusted,Ian E. Rusted,"St. John's, Newfoundland and Labrador",Order of Canada
Ruth,Nancy Ruth,"Toronto, Ontario",Order of Canada
Rutter,Nathaniel Westlund Rutter,"Edmonton, Alberta",Order of Canada
Ryan,Claude Ryan,"Outremont, Quebec",Order of Canada
Ryan,Terrence Ryan,"Toronto, Ontario",Order of Canada
Ryder,Gus Ryder,"Mississauga, Ontario",Order of Canada
Ryerson,Mildred Helfand Ryerson,"Montréal, Quebec",Order of Canada
Sabia,Laura Sabia,"Toronto, Ontario",Order of Canada
Sabia,Maureen Sabia,"Toronto, Ontario",Order of Canada
Sabourin,M.A. Pauline Sabourin,"Ottawa, Ontario",Order of Canada
Sackett,David Lawrence Sackett,"Markdale, Ontario",Order of Canada
Saddlemyer,Ann Saddlemyer,"Sidney, British Columbia",Order of Canada
Safarian,A. Edward Safarian,"Toronto, Ontario",Order of Canada
Safdie,Moshe Safdie,"Somerville, Massachusetts",Order of Canada
Saint-Bertrand,Thérèse Saint-Bertrand,"Ottawa, Ontario",Order of Canada
Saint-Cyr,Gérard Saint-Cyr,"Caraquet, New Brunswick",Order of Canada
Saint-Germain,Côme Saint-Germain,"Drummondville, Quebec",Order of Canada
Saint-Martin,Fernande Saint-Martin,"Saint-Donat, Quebec",Order of Canada
Saint-Pierre,Annette Saint-Pierre,"Winnipeg, Manitoba",Order of Canada
Saint-Pierre,Guy Saint-Pierre,"Montréal, Quebec",Order of Canada
Saint-Pierre,Jeanne-Marguerite Saint-Pierre,"Montréal, Quebec",Order of Canada
Sainte-Marie,Buffy Sainte-Marie,"Point Roberts, Washington",Order of Canada
Saladin d,Bernard Saladin d'Anglure,"Beaumont, Quebec",Order of Canada
Salbaing,Geneviève Salbaing,"Montréal, Quebec",Order of Canada
Salcudean,Martha Eva Salcudean,"Vancouver, British Columbia",Order of Canada
Salter,Robert Bruce Salter,"Toronto, Ontario",Order of Canada
Saltmarche,Kenneth Charles Saltmarche,"Windsor, Ontario",Order of Canada
Saltzman,Morris Saltzman,"Vancouver, British Columbia",Order of Canada
Saltzman,Percy P. Saltzman,"Toronto, Ontario",Order of Canada
Sam,Samuel Sam,"Stelly's Cross Road, British Columbia",Order of Canada
Samar,Sima Samar,"Kabul, Afghanistan",Order of Canada
Samarasekera,Indira V. Samarasekera,"Edmonton, Alberta",Order of Canada
Samson,Maurice Samson,"Québec, Quebec",Order of Canada
Samuel,Ernest Lionel Samuel,"Oakville, Ontario",Order of Canada
Samworth,Marion E. Samworth,"Toronto, Ontario",Order of Canada
Sanders,Doreen McKenzie Sanders,"Vancouver, British Columbia",Order of Canada
Sanders,James Sanders,"Guelph, Ontario",Order of Canada
Sanders,Margaret Anne Sanders,"Sioux Lookout, Ontario",Order of Canada
Sanderson,Carole V. Sanderson,"Prince Albert, Saskatchewan",Order of Canada
Sandison,John Edgar Sandison,"Regina, Saskatchewan",Order of Canada
Sandorfy,Camille Sandorfy,"Montréal, Quebec",Order of Canada
Sanford,Bruce Sanford,"Ottawa, Ontario",Order of Canada
Sapp,Allen Sapp,"North Battleford, Saskatchewan",Order of Canada
Sargent,Polly Sargent,"Hazelton, British Columbia",Order of Canada
Sarlos,Andrew Sarlos,"North York, Ontario",Order of Canada
Sato,Tsutae Sato,"Vancouver, British Columbia",Order of Canada
Saucier,Guylaine Saucier,"Montréal, Quebec",Order of Canada
Saucier,Serge Saucier,"Montréal, Quebec",Order of Canada
Sauder,William Lawrence Sauder,"Vancouver, British Columbia",Order of Canada
Sauer,Kenneth C. Sauer,"Medicine Hat, Alberta",Order of Canada
Saul,John Ralston Saul,"Toronto, Ontario",Order of Canada
Saulnier,Lucien Saulnier,"L'Île-Bizard, Quebec",Order of Canada
Saunders,Doris J. Saunders,"Happy Valley, Newfoundland and Labrador",Order of Canada
Saunders,T.V. Claude Saunders,"Hamilton, Ontario",Order of Canada
Sauriol,Charles Joseph Sauriol,"Toronto, Ontario",Order of Canada
Sauv,Jeanne Sauvé,"Montréal, Quebec",Order of Canada
Sauv,Maurice Sauvé,"Montréal, Quebec",Order of Canada
Savage,John Patrick Savage,"Dartmouth, Nova Scotia",Order of Canada
Savard,Félix Antoine Savard,"St-Joseph-de-la-rive, Quebec",Order of Canada
Savard,Guy Savard,"Westmount, Quebec",Order of Canada
Savard,Serge Savard,"Saint-Bruno, Quebec",Order of Canada
Savaryn,Peter Savaryn,"Edmonton, Alberta",Order of Canada
Savoie,Adélard M. Savoie,"Dieppe, New Brunswick",Order of Canada
Savoie,Alexandre-J. Savoie,"Edmunston, New Brunswick",Order of Canada
Savoie,Bernard Savoie,"Moncton, New Brunswick",Order of Canada
Savoie,Claude F. Savoie,"Moncton, New Brunswick",Order of Canada
Savoie,Donald J. Savoie,"Moncton, New Brunswick",Order of Canada
Savoie,Joseph Alexandre Richard Savoie,"Caraquet, New Brunswick",Order of Canada
Savoie,Maurice Savoie,"Longueuil, Quebec",Order of Canada
Savoie,Robert Savoie,"Saint-Etienne-de-Bolton, Quebec",Order of Canada
Savoie,Roméo Savoie,"Grand Barachois, New Brunswick",Order of Canada
Saxe,Henry Saxe,"Tamworth, Ontario",Order of Canada
Saywell,William G. Saywell,"Kaleden, British Columbia",Order of Canada
Scace,Arthur R.A. Scace,"Toronto, Ontario",Order of Canada
Scaiano,Juan Cesar Scaiano,"Ottawa, Ontario",Order of Canada
Scales,Alan K. Scales,"Charlottetown, Prince Edward Island",Order of Canada
Scambler,Thelma R. Scambler,"Edmonton, Alberta",Order of Canada
Scammell,Arthur Reginald Scammell,"St. John's, Newfoundland and Labrador",Order of Canada
Scarth,Alan W. Scarth,"Winnipeg, Manitoba",Order of Canada
Schabas,Ezra Schabas,"Toronto, Ontario",Order of Canada
Schabas,William A. Schabas,Galway,Order of Canada
Schachter,Ricky Kanee Schachter,"Toronto, Ontario",Order of Canada
Schad,Robert D. Schad,"Woodbridge, Ontario",Order of Canada
Schaefer,Carl Fellman Schaefer,"Toronto, Ontario",Order of Canada
Schaefer,Otto Schaefer,"Jasper, Alberta",Order of Canada
Schaefer,Theodore P. Schaefer,"Winnipeg, Manitoba",Order of Canada
Schaerer,Peter Albrecht Schaerer,"North Vancouver, British Columbia",Order of Canada
Schatzker,Joseph Schatzker,"Toronto, Ontario",Order of Canada
Schellinck,Teresa A. Schellinck,"Comox, British Columbia",Order of Canada
Schiffrin,Ernesto L. Schiffrin,"Montréal, Quebec",Order of Canada
Schild,Erwin Schild,"Toronto, Ontario",Order of Canada
Schiller,Ruth Boswell Schiller,"Riverview, New Brunswick",Order of Canada
Schindler,David W. Schindler,"Wildwood, Alberta",Order of Canada
Schipper,Lionel Howard Schipper,"Toronto, Ontario",Order of Canada
Schlesinger,Joe Schlesinger,"Toronto, Ontario",Order of Canada
Schlosser,John L. Schlosser,"Edmonton, Alberta",Order of Canada
Schneider,William George Schneider,"Ottawa, Ontario",Order of Canada
Schofield-Bourgeois,Blanche Schofield-Bourgeois,"Cocagne, New Brunswick",Order of Canada
